Date,Open,High,Low,Close
2022-07-19,21658.6,23788.9,21555,23659.2
2022-07-20,23654.6,24275.2,22929.5,23608.9
2022-07-21,23608.2,23631.8,22346.6,23216.4
2022-07-22,23213.6,23756.9,22561,22586.8
2022-07-25,22814.5,23003.6,21573.2,22029.7
2022-07-26,22029.9,22029.9,20732.9,20940
2022-07-27,20944.6,23109,20929.5,22682.6
2022-07-28,22680.1,24200.9,22590.2,23931.5
2022-07-29,23917.6,24414.5,23435.7,23908.8
2022-08-01,23582.4,23595,22860.5,23028.2
2022-08-02,23022.4,23456.1,22670.3,23095.1
2022-08-03,23097.6,23619.8,22695.1,23278.6
2022-08-04,23278.3,23283.7,22417.8,22494.7
2022-08-05,22493.9,23464,22459.3,22917.8
2022-08-08,23319.8,24244.6,23069.6,23852.8
2022-08-09,23851.6,23935.3,22882,23195.8
2022-08-10,23195.6,24226.3,22694.3,23960.1
2022-08-11,23968.7,24882.8,23817.9,24191.8
2022-08-12,24196.1,24268.3,23601.7,24166.2
2022-08-15,24352.1,25212.6,23887.6,24019
2022-08-16,24032.8,24249.3,23683.1,23949
2022-08-17,23950.6,24438.4,23189,23336.3
2022-08-18,23331.9,23598.9,23241.8,23362.3
2022-08-19,23362.6,23398.7,21153.8,21353.1
2022-08-22,21532.9,21666.4,20903.7,21094.3
2022-08-23,21097.4,21664.9,20916.1,21489.2
2022-08-24,21489.4,21834.3,21154.4,21587.7
2022-08-25,21594.4,21814.8,21315.1,21583.5
2022-08-26,21585.5,21826.1,20550,20658
2022-08-29,19962,20428.1,19538.2,20206.5
2022-08-30,20204.7,20567.2,19552.9,19886.1
2022-08-31,19886.9,20487.3,19751.2,20286.3
2022-09-01,20278.7,20290.6,19573.4,20086.4
2022-09-02,20082.4,20440.3,19766.6,19907.7
2022-09-05,19856.3,20053.6,19637.6,19752.5
2022-09-06,19750.3,20177.1,18721,18977.4
2022-09-07,18977.8,19456.8,18551.7,19363.7
2022-09-08,19367.9,19447.5,19030.4,19335
2022-09-09,19333.6,21439,19254.9,21270.1
2022-09-12,21527.1,22483.3,21527.1,22343.1
2022-09-13,22348.6,22739.8,19889.6,20132.1
2022-09-14,20133.2,20524.2,19661,20207.6
2022-09-15,20206.7,20387.5,19509.2,19827
2022-09-16,19828.4,19888.4,19332.7,19623
2022-09-19,19450.1,19662.9,18264.4,19515.3
2022-09-20,19521.1,19672.4,18745.5,18935.7
